candidate_id,branch,branch_label,checkpoint,selection_reasons,wadidegla_val_accuracy,wadidegla_val_macro_precision,wadidegla_val_macro_recall,wadidegla_val_macro_f1,wadidegla_val_loss,checkpoint_bundle,source_summary
lowest_30_196,lowest_30,Bottom 30 %,196,Highest WadiDegla Validation Accuracy; Lowest WadiDegla Validation Loss,0.8889508928571429,0.9018792958754016,0.9044408149356666,0.9002056079427704,0.4046118879843258,training_states/training_states_lowest_30_191_200.pkl,lowest_val_summary/mobilenetv2_stageF_lowest_30_val_summary191_200.csv
lowest_30_215,lowest_30,Bottom 30 %,215,Highest WadiDegla Validation Precision,0.8865327380952381,0.9035458498375653,0.9028965460233191,0.9002015256249947,0.4245273908103454,training_states/training_states_lowest_30_201_220.pkl,lowest_val_summary/mobilenetv2_stageF_lowest_30_val_summary201_220.csv
lowest_30_216,lowest_30,Bottom 30 %,216,Highest WadiDegla Validation Recall; Highest WadiDegla Validation F1; Historical selected checkpoint,0.8883928571428571,0.9032881837824288,0.9066724196601216,0.9019170781373604,0.4328110278881381,training_states/training_states_lowest_30_216_220.pkl,lowest_val_summary/mobilenetv2_stageF_lowest_30_val_summary216_220.csv
lowest_30_220,lowest_30,Bottom 30 %,220,Final epoch,0.8859747023809524,0.9014601568399364,0.9029643147595124,0.8986365849785304,0.4451459066674813,training_states/training_states_lowest_30_216_220.pkl,lowest_val_summary/mobilenetv2_stageF_lowest_30_val_summary216_220.csv
top_30_199,top_30,Top 30 %,199,Highest WadiDegla Validation Accuracy; Highest WadiDegla Validation Precision; Highest WadiDegla Validation F1; Lowest WadiDegla Validation Loss,0.8941592261904762,0.9038479941553506,0.9140226708827954,0.905760041539722,0.4169499532062126,training_states/training_states_top_30_196_210.pkl,top_val_summary/mobilenetv2_stageF_top_30_val_summary196_210.csv
top_30_215,top_30,Top 30 %,215,Highest WadiDegla Validation Recall; Historical selected checkpoint,0.8937872023809524,0.9002429263897197,0.9148212019055568,0.9039062811183706,0.4254992293437824,training_states/training_states_top_30_211_220.pkl,top_val_summary/mobilenetv2_stageF_top_30_val_summary211_220.csv
top_30_220,top_30,Top 30 %,220,Final epoch,0.8895089285714286,0.901456370730038,0.9126697963029696,0.903418498289328,0.4387273854792911,training_states/training_states_top_30_211_220.pkl,top_val_summary/mobilenetv2_stageF_top_30_val_summary211_220.csv
