model_name,plant_species,precision,recall,f1_score
mobilenet_128,Limonium pruinosum (L.) Chaz.,0.5673076923076923,0.4796747967479675,0.5198237885462555
mobilenet_128,Lycium shawii Roem. & Schult.,0.24293785310734464,0.516,0.33034571062740076
mobilenet_128,Nitraria retusa (Forssk.) Asch.,0.30337078651685395,0.11020408163265306,0.16167664670658682
mobilenet_128,Ochradenus baccatus Delile,0.6162162162162163,0.6719056974459725,0.6428571428571429
mobilenet_128,Peganum harmala L.,0.09523809523809523,0.009615384615384616,0.017467248908296942
mobilenet_128,Rumex vesicarius L.,0.45,0.13106796116504854,0.20300751879699247
mobilenet_128,Salsola imbricata Forssk.,0.62,0.06224899598393574,0.11313868613138686
mobilenet_128,Stachys aegyptiaca Pers.,0.5625,0.20149253731343283,0.2967032967032967
mobilenet_128,Suaeda aegyptiaca (Hasselq.) Zohary,0.10975609756097561,0.047872340425531915,0.06666666666666667
mobilenet_128,Tamarix nilotica (Ehrenb.) Bunge,0.3303030303030303,0.6337209302325582,0.4342629482071713
mobilenet_128,Trichodesma africanum (L.) Sm.,0.3017241379310345,0.14583333333333334,0.19662921348314608
mobilenet_128,Zilla spinosa (L.) Prantl,0.825,0.3179190751445087,0.45897079276773295
mobilenet_128,Zygophyllum arabicum (L.) Christenh. & Byng,0.10975609756097561,0.1935483870967742,0.14007782101167315
mobilenet_128,Zygophyllum coccineum L.,0.05917159763313609,0.2127659574468085,0.09259259259259259
mobilenet_128,Zygophyllum molle (Delile) Christenh. & Byng,0.0,0.0,0.0
mobilenet_128,Average Performance (Macro),0.3445077019017482,0.21578966354154022,0.22761440327788598
mobilenet_129,Anabasis articulata (Forssk.) Moq.,0.6727272727272727,0.1178343949044586,0.2005420054200542
mobilenet_129,Anabasis setifera Moq.,0.17275747508305647,0.348993288590604,0.2311111111111111
mobilenet_129,Atriplex halimus L.,0.36923076923076925,0.48,0.41739130434782606
mobilenet_129,Calotropis procera (Aiton) W.T.Aiton,0.6785714285714286,0.18095238095238095,0.2857142857142857
mobilenet_129,Capparis spinosa L.,0.2781456953642384,0.2485207100591716,0.2625
