model_name,plant_species,precision,recall,f1_score
mobilenet_129,Cebatha pendula (J.R.Forst. & G.Forst.) Kuntze,0.07547169811320754,0.03571428571428571,0.048484848484848485
mobilenet_129,"Cenchrus divisus (J.F.Gmel.) Verloove, Govaerts & Buttler",0.5,0.08235294117647059,0.1414141414141414
mobilenet_129,Deverra tortuosa (Desf.) DC.,0.18181818181818182,0.03076923076923077,0.05263157894736842
mobilenet_129,Deverra triradiata Hochst. ex Boiss.,0.12,0.1,0.10909090909090909
mobilenet_129,Diplotaxis harra (Forssk.) Boiss.,0.6355140186915887,0.2595419847328244,0.3685636856368564
mobilenet_129,Echinops glaberrimus DC.,0.10869565217391304,0.10869565217391304,0.10869565217391304
mobilenet_129,Ephedra alata Decne.,0.09523809523809523,0.2857142857142857,0.14285714285714285
mobilenet_129,Farsetia aegyptia Turra,0.4470588235294118,0.168141592920354,0.24437299035369775
mobilenet_129,Gymnocarpos decander Forssk.,0.6578947368421053,0.2727272727272727,0.3856041131105398
mobilenet_129,Haloxylon salicornicum (Moq.) Bunge ex Boiss.,0.1346153846153846,0.043209876543209874,0.06542056074766354
mobilenet_129,Heliotropium arbainense Fresen.,0.46,0.42201834862385323,0.44019138755980863
mobilenet_129,Iphiona mucronata (Forssk.) Asch. & Schweinf.,0.0,0.0,0.0
mobilenet_129,Limonium pruinosum (L.) Chaz.,0.5684210526315789,0.43902439024390244,0.4954128440366973
mobilenet_129,Lycium shawii Roem. & Schult.,0.24259259259259258,0.524,0.33164556962025316
mobilenet_129,Nitraria retusa (Forssk.) Asch.,0.26262626262626265,0.10612244897959183,0.1511627906976744
mobilenet_129,Ochradenus baccatus Delile,0.624031007751938,0.6326129666011788,0.6282926829268293
mobilenet_129,Peganum harmala L.,0.14285714285714285,0.009615384615384616,0.018018018018018018
mobilenet_129,Rumex vesicarius L.,0.4461538461538462,0.1407766990291262,0.2140221402214022
mobilenet_129,Salsola imbricata Forssk.,0.64,0.0642570281124498,0.11678832116788321
mobilenet_129,Stachys aegyptiaca Pers.,0.5178571428571429,0.21641791044776118,0.30526315789473685
mobilenet_129,Suaeda aegyptiaca (Hasselq.) Zohary,0.10526315789473684,0.0425531914893617,0.06060606060606061
mobilenet_129,Tamarix nilotica (Ehrenb.) Bunge,0.33430232558139533,0.6686046511627907,0.44573643410852715
mobilenet_129,Trichodesma africanum (L.) Sm.,0.2711864406779661,0.13333333333333333,0.1787709497206704
mobilenet_129,Zilla spinosa (L.) Prantl,0.8465608465608465,0.30828516377649323,0.4519774011299435
mobilenet_129,Zygophyllum arabicum (L.) Christenh. & Byng,0.13114754098360656,0.17204301075268819,0.14883720930232558
mobilenet_129,Zygophyllum coccineum L.,0.0658682634730539,0.23404255319148937,0.102803738317757
mobilenet_129,Zygophyllum molle (Delile) Christenh. & Byng,0.0,0.0,0.0
mobilenet_129,Average Performance (Macro),0.33708146420752383,0.21490234304180833,0.22356009483559205
mobilenet_130,Anabasis articulata (Forssk.) Moq.,0.6935483870967742,0.13694267515923567,0.22872340425531915
mobilenet_130,Anabasis setifera Moq.,0.18275862068965518,0.35570469798657717,0.24145785876993167
mobilenet_130,Atriplex halimus L.,0.2907801418439716,0.41,0.34024896265560167
mobilenet_130,Calotropis procera (Aiton) W.T.Aiton,0.7333333333333333,0.20952380952380953,0.32592592592592595
mobilenet_130,Capparis spinosa L.,0.27976190476190477,0.2781065088757396,0.2789317507418398
mobilenet_130,Cebatha pendula (J.R.Forst. & G.Forst.) Kuntze,0.08571428571428572,0.05357142857142857,0.06593406593406594
mobilenet_130,"Cenchrus divisus (J.F.Gmel.) Verloove, Govaerts & Buttler",0.5,0.09411764705882353,0.15841584158415842
mobilenet_130,Deverra tortuosa (Desf.) DC.,0.23076923076923078,0.046153846153846156,0.07692307692307693
mobilenet_130,Deverra triradiata Hochst. ex Boiss.,0.14814814814814814,0.13333333333333333,0.14035087719298245
mobilenet_130,Diplotaxis harra (Forssk.) Boiss.,0.6813186813186813,0.2366412213740458,0.35127478753541075
mobilenet_130,Echinops glaberrimus DC.,0.14814814814814814,0.17391304347826086,0.16
mobilenet_130,Ephedra alata Decne.,0.07142857142857142,0.17857142857142858,0.10204081632653061
mobilenet_130,Farsetia aegyptia Turra,0.43902439024390244,0.1592920353982301,0.23376623376623376
mobilenet_130,Gymnocarpos decander Forssk.,0.6831683168316832,0.2509090909090909,0.3670212765957447
mobilenet_130,Haloxylon salicornicum (Moq.) Bunge ex Boiss.,0.17857142857142858,0.06172839506172839,0.09174311926605505
mobilenet_130,Heliotropium arbainense Fresen.,0.4411764705882353,0.41284403669724773,0.4265402843601896
mobilenet_130,Iphiona mucronata (Forssk.) Asch. & Schweinf.,0.0,0.0,0.0
mobilenet_130,Limonium pruinosum (L.) Chaz.,0.5384615384615384,0.3983739837398374,0.45794392523364486
mobilenet_130,Lycium shawii Roem. & Schult.,0.23618090452261306,0.564,0.33293978748524206
mobilenet_130,Nitraria retusa (Forssk.) Asch.,0.24561403508771928,0.11428571428571428,0.15598885793871867
mobilenet_130,Ochradenus baccatus Delile,0.5892857142857143,0.7131630648330058,0.6453333333333333
mobilenet_130,Peganum harmala L.,0.18181818181818182,0.009615384615384616,0.0182648401826484
mobilenet_130,Rumex vesicarius L.,0.5348837209302325,0.11165048543689321,0.18473895582329317
mobilenet_130,Salsola imbricata Forssk.,0.6595744680851063,0.06224899598393574,0.11376146788990826
mobilenet_130,Stachys aegyptiaca Pers.,0.5192307692307693,0.20149253731343283,0.2903225806451613
mobilenet_130,Suaeda aegyptiaca (Hasselq.) Zohary,0.11940298507462686,0.0425531914893617,0.06274509803921569
mobilenet_130,Tamarix nilotica (Ehrenb.) Bunge,0.3466666666666667,0.6046511627906976,0.4406779661016949
mobilenet_130,Trichodesma africanum (L.) Sm.,0.2923076923076923,0.15833333333333333,0.20540540540540542
mobilenet_130,Zilla spinosa (L.) Prantl,0.8418079096045198,0.28709055876685935,0.4281609195402299
mobilenet_130,Zygophyllum arabicum (L.) Christenh. & Byng,0.09659090909090909,0.1827956989247312,0.12639405204460966
mobilenet_130,Zygophyllum coccineum L.,0.06134969325153374,0.2127659574468085,0.09523809523809523
mobilenet_130,Zygophyllum molle (Delile) Christenh. & Byng,0.0,0.0,0.0
mobilenet_130,Average Performance (Macro),0.34533828899705554,0.21419916459727567,0.22335042396044585
